incident_id,state,district,crime_type,year,month,day,latitude,longitude,victim_age,victim_gender,case_status,date,weekday
INC_000023,Uttar Pradesh,District_17,Domestic Violence,2022,12,23,20.581473762802084,70.8236399199454,29,Female,Closed,2022-12-23,Friday
INC_000024,Andhra Pradesh,District_48,Fraud,2022,2,3,12.767760343287483,88.48478790748989,46,Female,Under Investigation,2022-02-03,Thursday
INC_000025,Madhya Pradesh,District_47,Kidnapping,2021,9,14,11.380909162115206,78.02180799025358,24,Female,Closed,2021-09-14,Tuesday
INC_000026,Haryana,District_23,Fraud,2020,8,6,23.854174780091775,68.20248559453009,31,Male,Open,2020-08-06,Thursday
INC_000027,Gujarat,District_15,Burglary,2019,3,18,34.169977965297,79.70094810178298,72,Female,Under Investigation,2019-03-18,Monday
INC_000028,Uttar Pradesh,District_37,Burglary,2020,8,25,17.97477291017288,74.80787823002417,29,Male,Open,2020-08-25,Tuesday
INC_000029,Madhya Pradesh,District_21,Robbery,2021,9,1,29.257003109456072,91.74720884509367,52,Female,Open,2021-09-01,Wednesday
INC_000030,Karnataka,District_14,Theft,2022,3,6,27.101179293253242,77.7825876565272,22,Female,Under Investigation,2022-03-06,Sunday
INC_000031,Maharashtra,District_2,Assault,2023,3,6,35.01509251497495,91.99818712466069,34,Male,Open,2023-03-06,Monday
INC_000032,Madhya Pradesh,District_11,Drug Offenses,2020,2,21,31.808449501675085,68.01734022620906,75,Male,Closed,2020-02-21,Friday
INC_000033,Telangana,District_39,Kidnapping,2022,8,16,24.431552508258427,76.92675535075746,59,Female,Under Investigation,2022-08-16,Tuesday
INC_000034,Gujarat,District_38,Kidnapping,2022,10,5,27.053884448789113,74.9937912149251,49,Female,Open,2022-10-05,Wednesday
INC_000035,Punjab,District_34,Domestic Violence,2018,1,17,34.053207530937016,74.77345347098972,27,Male,Closed,2018-01-17,Wednesday
INC_000036,Madhya Pradesh,District_38,Robbery,2020,8,10,19.58604475302111,69.97741197319841,60,Female,Closed,2020-08-10,Monday
INC_000037,Odisha,District_34,Burglary,2023,7,28,17.477046469875546,73.42660384190455,34,Male,Open,2023-07-28,Friday
INC_000038,Maharashtra,District_18,Robbery,2020,7,21,8.313521425420694,84.11093752668297,22,Male,Closed,2020-07-21,Tuesday
INC_000039,Kerala,District_30,Rape,2022,3,18,31.969981151552464,76.44947111229459,62,Female,Under Investigation,2022-03-18,Friday
INC_000040,Kerala,District_15,Domestic Violence,2023,1,7,31.228440311697582,80.10444868754529,59,Male,Open,2023-01-07,Saturday
INC_000041,Bihar,District_27,Domestic Violence,2021,4,3,11.02918102490439,78.92913953006847,26,Male,Closed,2021-04-03,Saturday
INC_000042,Telangana,District_34,Assault,2018,9,13,24.72886405284831,93.40124282499694,66,Male,Closed,2018-09-13,Thursday
INC_000043,Madhya Pradesh,District_38,Theft,2022,5,15,21.455469246839733,94.25367097130496,50,Female,Open,2022-05-15,Sunday
INC_000044,Madhya Pradesh,District_33,Vandalism,2019,1,20,11.442563769764233,82.29575217801994,53,Male,Open,2019-01-20,Sunday
INC_000045,Bihar,District_24,Cybercrime,2019,5,19,36.436478584760984,77.57452255915253,53,Female,Open,2019-05-19,Sunday
INC_000046,Haryana,District_15,Vandalism,2018,8,3,14.226180736437307,71.09722041606855,35,Female,Open,2018-08-03,Friday
INC_000047,Haryana,District_30,Murder,2021,8,4,9.949791222626274,95.64868350208076,26,Female,Under Investigation,2021-08-04,Wednesday
INC_000048,Bihar,District_42,Murder,2022,5,5,25.25057400555538,69.74658140210863,79,Male,Open,2022-05-05,Thursday
INC_000049,Haryana,District_17,Domestic Violence,2020,12,1,29.42713363685795,76.63185804948013,74,Male,Under Investigation,2020-12-01,Tuesday
INC_000050,Tamil Nadu,District_5,Robbery,2018,9,4,8.940859935368422,76.64391983393011,46,Female,Under Investigation,2018-09-04,Tuesday
INC_000051,Madhya Pradesh,District_29,Rape,2021,1,12,27.10281152308364,77.29163729806623,78,Female,Open,2021-01-12,Tuesday
INC_000052,Rajasthan,District_4,Assault,2020,4,28,23.43646440259218,72.76431845489986,67,Male,Under Investigation,2020-04-28,Tuesday
INC_000053,West Bengal,District_10,Drug Offenses,2019,3,27,10.994685257376403,90.71168149678722,31,Female,Open,2019-03-27,Wednesday
INC_000054,Odisha,District_17,Murder,2019,2,24,13.0031924314445,71.55243799701368,42,Female,Open,2019-02-24,Sunday
INC_000055,Tamil Nadu,District_10,Assault,2020,8,10,24.471254622166335,86.41229311544171,32,Male,Closed,2020-08-10,Monday
INC_000056,Karnataka,District_17,Domestic Violence,2018,7,23,16.59437079188536,71.59153477446871,23,Female,Open,2018-07-23,Monday
INC_000057,Tamil Nadu,District_20,Theft,2019,9,25,35.21115613088817,70.04553349019574,73,Male,Closed,2019-09-25,Wednesday
INC_000058,Rajasthan,District_24,Fraud,2022,2,21,31.743466655037473,94.37345560689042,59,Male,Under Investigation,2022-02-21,Monday
INC_000059,Karnataka,District_5,Vandalism,2023,4,26,36.52344898889623,73.51373422324247,46,Female,Closed,2023-04-26,Wednesday
INC_000060,Odisha,District_34,Rape,2020,6,20,15.530454329562005,91.81625448223143,32,Male,Under Investigation,2020-06-20,Saturday
INC_000061,Rajasthan,District_6,Burglary,2020,11,24,36.12198535114133,83.79429526210694,46,Male,Open,2020-11-24,Tuesday
INC_000062,Uttar Pradesh,District_2,Assault,2019,3,25,20.50578222395518,70.25783906865432,21,Male,Under Investigation,2019-03-25,Monday
INC_000063,West Bengal,District_13,Theft,2018,8,13,18.078045064098884,95.70799755170395,35,Female,Under Investigation,2018-08-13,Monday
INC_000064,Odisha,District_43,Drug Offenses,2022,3,23,9.460136282111243,75.16187384276489,67,Female,Open,2022-03-23,Wednesday
INC_000065,Madhya Pradesh,District_43,Cybercrime,2018,12,14,9.530192477928477,92.92971501522558,74,Female,Under Investigation,2018-12-14,Friday
INC_000066,Haryana,District_48,Vandalism,2021,2,23,28.068326422452987,72.89549016775236,66,Male,Open,2021-02-23,Tuesday
INC_000067,Uttar Pradesh,District_11,Burglary,2021,3,5,21.27994083858681,92.76434358211372,61,Male,Closed,2021-03-05,Friday
INC_000068,Telangana,District_47,Vandalism,2023,11,4,14.569127155047067,68.38363557425353,56,Female,Open,2023-11-04,Saturday
INC_000069,Odisha,District_23,Domestic Violence,2019,6,14,25.805138883431745,82.84163324051494,33,Female,Open,2019-06-14,Friday
INC_000070,Telangana,District_16,Cybercrime,2019,2,10,15.332885429253224,90.31383480322515,28,Male,Under Investigation,2019-02-10,Sunday
INC_000071,Karnataka,District_31,Vandalism,2019,8,17,24.751320875988256,95.10907000729071,31,Female,Closed,2019-08-17,Saturday
INC_000072,Uttar Pradesh,District_11,Drug Offenses,2023,1,10,18.41705366249802,94.36686194998812,20,Female,Open,2023-01-10,Tuesday
INC_000073,West Bengal,District_16,Theft,2021,7,26,31.883014571742752,91.7691212168817,68,Female,Closed,2021-07-26,Monday
INC_000074,Madhya Pradesh,District_8,Murder,2018,2,7,31.8001886622366,93.75754914017782,67,Female,Closed,2018-02-07,Wednesday
INC_000075,Bihar,District_4,Cybercrime,2023,10,16,21.843161545549638,73.77737088927522,79,Female,Under Investigation,2023-10-16,Monday
INC_000076,Madhya Pradesh,District_40,Domestic Violence,2023,12,1,18.17375417071545,76.24134457564014,59,Male,Open,2023-12-01,Friday
INC_000077,Rajasthan,District_4,Burglary,2018,6,17,18.51423410021374,76.3800872227107,55,Female,Under Investigation,2018-06-17,Sunday
INC_000078,Madhya Pradesh,District_25,Robbery,2019,12,21,31.365721244378317,78.93456399904926,62,Female,Open,2019-12-21,Saturday
INC_000079,Punjab,District_3,Kidnapping,2022,2,9,17.517205001130748,79.40629944117048,59,Male,Closed,2022-02-09,Wednesday
INC_000080,Andhra Pradesh,District_32,Assault,2018,2,6,14.062721837498534,83.79210441498559,35,Male,Open,2018-02-06,Tuesday
INC_000081,Bihar,District_3,Vandalism,2021,10,19,10.455961914383899,72.6365131376268,75,Male,Open,2021-10-19,Tuesday
INC_000082,Tamil Nadu,District_27,Murder,2020,8,13,21.534100505647842,88.04615324979369,37,Male,Closed,2020-08-13,Thursday
INC_000083,Haryana,District_29,Cybercrime,2020,12,3,21.981830868675416,72.8594296398307,75,Female,Closed,2020-12-03,Thursday
INC_000084,Maharashtra,District_32,Vandalism,2023,2,7,32.38635260168431,76.99894598103188,65,Female,Open,2023-02-07,Tuesday
INC_000085,West Bengal,District_19,Fraud,2020,7,22,14.415922196935856,82.59700878757846,42,Female,Under Investigation,2020-07-22,Wednesday
INC_000086,Uttar Pradesh,District_21,Assault,2022,3,9,19.048746936383598,91.09677628418083,74,Female,Open,2022-03-09,Wednesday
INC_000087,Andhra Pradesh,District_5,Robbery,2019,8,22,31.443766427917037,89.44460776392309,55,Male,Closed,2019-08-22,Thursday
INC_000088,West Bengal,District_18,Drug Offenses,2021,7,5,31.885084711720232,86.72049633590515,30,Male,Under Investigation,2021-07-05,Monday
INC_000089,Uttar Pradesh,District_28,Kidnapping,2022,8,10,19.15372120338428,72.51742455682493,21,Female,Closed,2022-08-10,Wednesday
INC_000090,Haryana,District_42,Theft,2021,7,23,21.314596675313744,83.86431502285176,72,Female,Closed,2021-07-23,Friday
INC_000091,Gujarat,District_22,Vandalism,2021,11,17,16.795290834629206,70.53594855219667,31,Female,Under Investigation,2021-11-17,Wednesday
INC_000092,Gujarat,District_21,Robbery,2019,6,12,35.04409147416005,78.94353212710287,50,Female,Closed,2019-06-12,Wednesday
INC_000093,Telangana,District_6,Robbery,2023,7,23,11.440669206505829,79.99197937840881,45,Male,Closed,2023-07-23,Sunday
INC_000094,West Bengal,District_1,Drug Offenses,2020,5,16,35.07873326704263,69.15453174392687,69,Female,Closed,2020-05-16,Saturday
INC_000095,Gujarat,District_5,Rape,2019,7,3,27.832127103224952,75.94565488462918,54,Male,Closed,2019-07-03,Wednesday
INC_000096,Punjab,District_41,Drug Offenses,2022,1,25,23.415592427915204,95.7138345507282,25,Male,Closed,2022-01-25,Tuesday
INC_000097,Bihar,District_12,Vandalism,2023,1,22,8.94711276275038,95.655345627061,61,Male,Closed,2023-01-22,Sunday
INC_000098,Uttar Pradesh,District_26,Rape,2022,9,9,21.792289562838242,78.21748457332365,51,Male,Closed,2022-09-09,Friday
INC_000099,Telangana,District_46,Rape,2023,5,15,19.82469504507924,69.2499031595014,61,Female,Closed,2023-05-15,Monday
INC_000100,Madhya Pradesh,District_34,Murder,2022,5,5,12.675345547278553,73.19375324051727,22,Female,Closed,2022-05-05,Thursday
INC_000101,Uttar Pradesh,District_49,Murder,2019,3,23,27.03587850151905,79.37431600957267,71,Female,Open,2019-03-23,Saturday
INC_000102,Telangana,District_14,Burglary,2023,5,13,36.16337631368029,95.48561124110766,22,Female,Open,2023-05-13,Saturday
INC_000103,Haryana,District_26,Cybercrime,2023,3,14,24.303475520871228,72.09477284257837,48,Male,Closed,2023-03-14,Tuesday
INC_000104,West Bengal,District_45,Cybercrime,2021,9,20,28.72784501687443,90.14195946637815,62,Male,Open,2021-09-20,Monday
INC_000105,Haryana,District_27,Domestic Violence,2021,9,15,9.985063124414486,71.15179364186606,26,Male,Under Investigation,2021-09-15,Wednesday
INC_000106,Bihar,District_9,Theft,2018,6,16,20.112342878692846,96.45646974434703,59,Female,Open,2018-06-16,Saturday
INC_000107,Bihar,District_26,Cybercrime,2022,1,23,11.37439606977038,79.06687847416491,49,Male,Closed,2022-01-23,Sunday
INC_000108,Andhra Pradesh,District_47,Murder,2021,7,13,25.7710792305588,90.48180162807262,50,Male,Closed,2021-07-13,Tuesday
INC_000109,Haryana,District_22,Burglary,2018,7,17,35.21598258821048,77.93514140152283,79,Male,Open,2018-07-17,Tuesday
INC_000110,Rajasthan,District_47,Burglary,2021,10,23,27.191554241677515,86.20239743760546,20,Male,Closed,2021-10-23,Saturday
INC_000111,Madhya Pradesh,District_30,Rape,2022,10,8,10.227288401118225,73.56846645746107,47,Female,Under Investigation,2022-10-08,Saturday
INC_000112,Odisha,District_43,Domestic Violence,2023,4,21,18.2853199445674,72.23460955961191,67,Male,Under Investigation,2023-04-21,Friday
INC_000113,Haryana,District_48,Drug Offenses,2020,8,2,23.969238003784696,95.20386004747581,29,Male,Closed,2020-08-02,Sunday
INC_000114,Andhra Pradesh,District_17,Theft,2022,6,5,19.693024927864315,94.61177105922857,46,Female,Under Investigation,2022-06-05,Sunday
INC_000115,Karnataka,District_26,Vandalism,2019,4,6,32.175676303779994,93.73659926617358,20,Female,Under Investigation,2019-04-06,Saturday
INC_000116,Punjab,District_36,Rape,2021,4,12,31.625459136589686,86.13757005483122,43,Female,Open,2021-04-12,Monday
INC_000117,Uttar Pradesh,District_1,Drug Offenses,2021,2,18,25.743099582993423,91.43977812527207,74,Male,Under Investigation,2021-02-18,Thursday
INC_000118,Bihar,District_8,Cybercrime,2023,2,22,18.830280408848452,70.00207117042987,78,Male,Open,2023-02-22,Wednesday
INC_000119,Karnataka,District_49,Domestic Violence,2019,12,22,15.40475483913408,77.7088822148297,47,Male,Closed,2019-12-22,Sunday
INC_000120,Andhra Pradesh,District_35,Rape,2023,4,1,11.07035522818075,77.09739061795753,26,Male,Open,2023-04-01,Saturday
INC_000121,Telangana,District_15,Assault,2019,5,17,18.29203282111007,86.43371433662578,43,Female,Closed,2019-05-17,Friday
INC_000122,Odisha,District_47,Cybercrime,2020,8,11,19.982002999023866,78.32277543064858,19,Male,Closed,2020-08-11,Tuesday
INC_000123,Madhya Pradesh,District_22,Drug Offenses,2021,6,10,27.598864828018133,72.30669666766674,79,Male,Closed,2021-06-10,Thursday
INC_000124,Madhya Pradesh,District_14,Theft,2021,4,19,27.08663490462963,85.29754518699276,20,Female,Closed,2021-04-19,Monday
INC_000125,Madhya Pradesh,District_26,Vandalism,2020,11,14,10.033136049596452,91.61713369940337,63,Female,Closed,2020-11-14,Saturday
INC_000126,Punjab,District_28,Drug Offenses,2018,7,26,19.462520147503575,79.08158133933922,21,Female,Open,2018-07-26,Thursday
INC_000127,Odisha,District_23,Rape,2023,8,10,13.271587149303496,71.83579273785597,42,Male,Closed,2023-08-10,Thursday
INC_000128,Punjab,District_14,Rape,2020,2,15,12.547568454187365,73.70395772207186,68,Male,Under Investigation,2020-02-15,Saturday
INC_000129,Bihar,District_24,Vandalism,2023,12,28,31.99176234238013,74.88701584991213,30,Male,Under Investigation,2023-12-28,Thursday
INC_000130,Punjab,District_2,Robbery,2022,7,19,9.215541284771469,76.69703019684155,56,Male,Closed,2022-07-19,Tuesday
INC_000131,Maharashtra,District_45,Theft,2021,2,4,20.15630340116152,86.64105704468297,61,Male,Under Investigation,2021-02-04,Thursday
INC_000132,Odisha,District_26,Fraud,2023,2,2,12.877906017229027,85.42741905159386,52,Female,Open,2023-02-02,Thursday
INC_000133,Rajasthan,District_14,Cybercrime,2019,8,9,33.50057625467575,88.18631598544414,72,Female,Open,2019-08-09,Friday
INC_000134,Odisha,District_7,Burglary,2023,2,10,24.15417488497602,78.51255755141388,40,Male,Closed,2023-02-10,Friday
INC_000135,Andhra Pradesh,District_3,Vandalism,2022,11,28,14.710038454928593,91.89593190451937,26,Male,Closed,2022-11-28,Monday
INC_000136,Maharashtra,District_47,Theft,2021,9,11,22.570391327824915,73.91854217351705,19,Male,Closed,2021-09-11,Saturday
INC_000137,Madhya Pradesh,District_23,Burglary,2020,12,14,29.21310443139036,81.60218167802647,78,Male,Under Investigation,2020-12-14,Monday
INC_000138,Andhra Pradesh,District_46,Theft,2022,1,7,35.78542225866358,91.22722292470148,71,Male,Under Investigation,2022-01-07,Friday
INC_000139,Andhra Pradesh,District_43,Theft,2021,9,23,14.392934123117149,73.22460078424596,58,Female,Open,2021-09-23,Thursday
INC_000140,Bihar,District_47,Drug Offenses,2023,1,15,33.69927139175101,71.1860302984827,61,Female,Under Investigation,2023-01-15,Sunday
INC_000141,Kerala,District_45,Theft,2018,10,22,35.09481931085722,93.6268350629517,48,Female,Open,2018-10-22,Monday
INC_000142,Tamil Nadu,District_18,Robbery,2018,10,19,34.576195791429924,77.94496022001668,61,Male,Under Investigation,2018-10-19,Friday
INC_000143,Maharashtra,District_38,Fraud,2019,2,22,26.427016348995384,87.83223362236193,64,Male,Open,2019-02-22,Friday
INC_000144,Andhra Pradesh,District_35,Rape,2021,6,15,26.264798978606525,68.73510952365422,19,Female,Closed,2021-06-15,Tuesday
INC_000145,Tamil Nadu,District_15,Kidnapping,2018,6,28,19.69310836233086,88.01135976387404,49,Female,Under Investigation,2018-06-28,Thursday
INC_000146,Tamil Nadu,District_25,Burglary,2020,1,24,29.81953858680985,77.16693803486214,35,Male,Open,2020-01-24,Friday
INC_000147,Maharashtra,District_37,Rape,2021,7,8,23.407526532177027,69.61648475403581,30,Female,Under Investigation,2021-07-08,Thursday
INC_000148,Kerala,District_28,Kidnapping,2020,8,11,27.64570406562054,85.6845700848954,63,Female,Closed,2020-08-11,Tuesday
INC_000149,Karnataka,District_10,Fraud,2020,2,9,20.42527921161507,74.98331066612202,22,Male,Open,2020-02-09,Sunday
INC_000150,Telangana,District_39,Fraud,2018,8,15,29.213397457251034,79.21741001950451,75,Female,Under Investigation,2018-08-15,Wednesday
INC_000151,Rajasthan,District_17,Burglary,2021,9,1,31.909674010531923,70.33684355630889,59,Female,Under Investigation,2021-09-01,Wednesday
INC_000152,Telangana,District_39,Burglary,2023,6,1,12.246651441481667,72.26773428175342,61,Female,Closed,2023-06-01,Thursday
INC_000153,Odisha,District_22,Fraud,2022,5,19,32.154961751652614,76.64133982937946,27,Male,Closed,2022-05-19,Thursday
INC_000154,Madhya Pradesh,District_26,Kidnapping,2018,12,3,23.66859942191891,70.60302551624456,73,Female,Open,2018-12-03,Monday
INC_000155,Rajasthan,District_44,Vandalism,2018,9,10,32.49531136361651,94.41396167590314,60,Female,Under Investigation,2018-09-10,Monday
INC_000156,Odisha,District_25,Theft,2023,12,8,20.507749483889423,68.17536425233537,42,Female,Under Investigation,2023-12-08,Friday
INC_000157,Andhra Pradesh,District_17,Cybercrime,2021,11,15,18.992174076108014,82.03194634706503,51,Male,Closed,2021-11-15,Monday
INC_000158,Madhya Pradesh,District_13,Domestic Violence,2021,9,10,34.53676124299945,71.57417628584399,54,Male,Closed,2021-09-10,Friday
INC_000159,Uttar Pradesh,District_20,Assault,2020,1,1,15.283908758903639,76.9226935948605,47,Female,Open,2020-01-01,Wednesday
INC_000160,Maharashtra,District_25,Domestic Violence,2023,11,18,32.48215743329815,94.8557272347297,24,Male,Under Investigation,2023-11-18,Saturday
INC_000161,Rajasthan,District_4,Rape,2023,3,2,22.03659660277272,72.68914204494561,23,Female,Under Investigation,2023-03-02,Thursday
INC_000162,Rajasthan,District_10,Drug Offenses,2021,9,19,22.90876783398653,96.00913727183165,71,Male,Open,2021-09-19,Sunday
INC_000163,Haryana,District_3,Rape,2020,11,13,16.945580163195036,73.96803693269322,72,Male,Open,2020-11-13,Friday
INC_000164,Andhra Pradesh,District_41,Drug Offenses,2018,2,22,24.618223817951453,89.50541714553806,20,Female,Closed,2018-02-22,Thursday
INC_000165,Karnataka,District_45,Kidnapping,2019,12,1,17.43112469201013,83.85364068202205,30,Female,Closed,2019-12-01,Sunday
INC_000166,Tamil Nadu,District_18,Drug Offenses,2022,4,2,9.138813013007917,93.64988310030601,20,Female,Open,2022-04-02,Saturday
INC_000167,Madhya Pradesh,District_47,Burglary,2018,4,16,15.887959554986326,84.0658044095908,43,Male,Open,2018-04-16,Monday
INC_000168,Andhra Pradesh,District_36,Vandalism,2021,2,15,8.18499225879113,83.50221735553295,74,Female,Under Investigation,2021-02-15,Monday
INC_000169,Gujarat,District_47,Cybercrime,2022,3,13,36.37228882464884,73.6682820106836,79,Male,Open,2022-03-13,Sunday
INC_000170,Kerala,District_22,Cybercrime,2019,3,16,36.00666908477268,72.8206514994981,41,Male,Open,2019-03-16,Saturday
INC_000171,Tamil Nadu,District_34,Burglary,2019,1,17,19.459503626696847,94.57818538234991,70,Female,Under Investigation,2019-01-17,Thursday
INC_000172,Maharashtra,District_47,Vandalism,2020,6,21,29.122754775849735,77.507307766651,23,Male,Open,2020-06-21,Sunday
INC_000173,Tamil Nadu,District_8,Robbery,2022,8,7,18.028376853902323,78.79038539392398,60,Female,Closed,2022-08-07,Sunday
INC_000174,Karnataka,District_40,Domestic Violence,2020,12,24,27.461701555493306,90.03488609442326,77,Male,Closed,2020-12-24,Thursday
INC_000175,Bihar,District_49,Kidnapping,2018,3,26,31.357471248333393,77.82588099026141,75,Female,Under Investigation,2018-03-26,Monday
INC_000176,Haryana,District_44,Domestic Violence,2023,5,17,35.45593109607498,95.60981095253108,66,Male,Open,2023-05-17,Wednesday
INC_000177,Tamil Nadu,District_19,Robbery,2023,1,7,19.60615599964049,89.3999053009652,59,Male,Closed,2023-01-07,Saturday
INC_000178,Maharashtra,District_42,Robbery,2023,10,13,30.715641505725383,85.32544803462918,29,Female,Closed,2023-10-13,Friday
INC_000179,Karnataka,District_41,Rape,2022,7,5,15.711925068331444,93.54595965579782,66,Male,Closed,2022-07-05,Tuesday
INC_000180,Telangana,District_37,Fraud,2023,10,26,36.7196368100158,69.438571342135,53,Female,Closed,2023-10-26,Thursday
INC_000181,Rajasthan,District_6,Rape,2018,1,17,8.747318364166183,75.45481807348705,19,Male,Open,2018-01-17,Wednesday
INC_000182,Bihar,District_26,Fraud,2020,12,3,25.502335388532508,81.48605369240639,28,Male,Open,2020-12-03,Thursday
INC_000183,Haryana,District_34,Assault,2022,11,7,27.125673467888486,74.58237764467411,56,Male,Open,2022-11-07,Monday
INC_000184,Rajasthan,District_45,Drug Offenses,2020,9,26,27.953321155149737,89.5732504317624,51,Female,Open,2020-09-26,Saturday
INC_000185,Kerala,District_6,Vandalism,2022,8,17,11.491239784883582,94.65703290055802,43,Female,Closed,2022-08-17,Wednesday
INC_000186,Odisha,District_37,Fraud,2020,7,7,35.21736372072078,80.28933347799678,35,Female,Under Investigation,2020-07-07,Tuesday
INC_000187,Bihar,District_33,Domestic Violence,2019,10,21,13.254315092452401,77.92184540324496,38,Female,Under Investigation,2019-10-21,Monday
INC_000188,Bihar,District_22,Burglary,2020,7,1,26.05984869395539,95.88497123198943,53,Female,Closed,2020-07-01,Wednesday
INC_000189,Telangana,District_21,Rape,2023,5,17,14.457606294569464,80.90072055199869,57,Male,Closed,2023-05-17,Wednesday
INC_000190,Telangana,District_6,Vandalism,2019,5,17,16.909276093616857,82.18240361302921,69,Male,Under Investigation,2019-05-17,Friday
INC_000191,Madhya Pradesh,District_6,Kidnapping,2020,11,11,23.847297710115605,78.19784629791525,63,Female,Under Investigation,2020-11-11,Wednesday
INC_000192,Punjab,District_48,Vandalism,2022,5,25,20.098609138372716,94.37690571735202,61,Male,Closed,2022-05-25,Wednesday
INC_000193,Tamil Nadu,District_4,Drug Offenses,2022,1,27,12.646542428318682,84.49970901517366,39,Male,Closed,2022-01-27,Thursday
INC_000194,Bihar,District_30,Assault,2022,8,3,12.9571556702046,90.1030630282677,70,Male,Open,2022-08-03,Wednesday
INC_000195,Rajasthan,District_11,Fraud,2021,12,15,20.12619885672119,91.5423948321757,76,Male,Open,2021-12-15,Wednesday
INC_000196,Maharashtra,District_30,Assault,2018,11,21,29.961206369989522,77.91362221560048,47,Female,Under Investigation,2018-11-21,Wednesday
INC_000197,West Bengal,District_31,Kidnapping,2022,1,11,34.04097475858587,80.57713560829102,67,Male,Closed,2022-01-11,Tuesday
INC_000198,Punjab,District_24,Robbery,2019,4,26,10.439702205522103,92.60568145778167,60,Female,Under Investigation,2019-04-26,Friday
INC_000199,West Bengal,District_9,Cybercrime,2022,9,28,19.40001331922263,78.53440519859849,78,Female,Open,2022-09-28,Wednesday
INC_000200,Haryana,District_3,Kidnapping,2021,9,16,10.907121347963422,91.02411887010369,77,Male,Open,2021-09-16,Thursday
INC_000201,Karnataka,District_31,Murder,2023,5,25,8.481181938345339,95.28877735465868,47,Female,Under Investigation,2023-05-25,Thursday
INC_000202,Rajasthan,District_40,Kidnapping,2019,4,22,27.18984179667474,86.0731008189722,25,Male,Open,2019-04-22,Monday
INC_000203,Rajasthan,District_37,Assault,2021,3,28,25.471033817031046,89.50719133610478,51,Male,Closed,2021-03-28,Sunday
INC_000204,Punjab,District_36,Vandalism,2023,3,9,12.7275543006317,91.34782204919291,74,Male,Under Investigation,2023-03-09,Thursday
INC_000205,Bihar,District_24,Burglary,2019,12,24,14.78057215969886,92.50614981800263,64,Female,Closed,2019-12-24,Tuesday
INC_000206,Kerala,District_31,Rape,2020,5,24,8.687524855691032,79.45654679784708,26,Female,Closed,2020-05-24,Sunday
INC_000207,Punjab,District_6,Burglary,2018,10,1,32.21346896513771,69.48664031610394,68,Female,Open,2018-10-01,Monday
